"sk_produk","nama_produk","sk_cabang","nama_cabang","bulan","tahun","total_terjual"
25,"susu kotak 1 l",39,"PHI Mini Market - Makassar 01","3","2008","3143"
25,"susu kotak 1 l",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3364"
25,"susu kotak 1 l",65,"PHI Mini Market - Surabaya 01","3","2008","2873"
26,"minuman probiotik",39,"PHI Mini Market - Makassar 01","3","2008","3862"
26,"minuman probiotik",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3342"
26,"minuman probiotik",65,"PHI Mini Market - Surabaya 01","3","2008","3108"
27,"jeruk 1 kg",39,"PHI Mini Market - Makassar 01","3","2008","3153"
27,"jeruk 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3442"
27,"jeruk 1 kg",65,"PHI Mini Market - Surabaya 01","3","2008","3414"
28,"apel 1 kg",39,"PHI Mini Market - Makassar 01","3","2008","3186"
28,"apel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3312"
28,"apel 1 kg",65,"PHI Mini Market - Surabaya 01","3","2008","3298"
29,"alpukat 1 kg",39,"PHI Mini Market - Makassar 01","3","2008","3273"
29,"alpukat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3157"
29,"alpukat 1 kg",65,"PHI Mini Market - Surabaya 01","3","2008","3154"
30,"belimbing 1 kg",39,"PHI Mini Market - Makassar 01","3","2008","3086"
30,"belimbing 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3517"
30,"belimbing 1 kg",65,"PHI Mini Market - Surabaya 01","3","2008","3394"
31,"durian 1 kg",39,"PHI Mini Market - Makassar 01","3","2008","3055"
31,"durian 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3283"
31,"durian 1 kg",65,"PHI Mini Market - Surabaya 01","3","2008","2961"
32,"kelapa muda",39,"PHI Mini Market - Makassar 01","3","2008","2942"
32,"kelapa muda",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3182"
32,"kelapa muda",65,"PHI Mini Market - Surabaya 01","3","2008","3505"
33,"mangga 1 kg",39,"PHI Mini Market - Makassar 01","3","2008","3046"
33,"mangga 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3157"
33,"mangga 1 kg",65,"PHI Mini Market - Surabaya 01","3","2008","3103"
34,"Manggis 1 kg",39,"PHI Mini Market - Makassar 01","3","2008","3264"
34,"Manggis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3290"
34,"Manggis 1 kg",65,"PHI Mini Market - Surabaya 01","3","2008","3140"
35,"nenas 1 kg",39,"PHI Mini Market - Makassar 01","3","2008","3482"
35,"nenas 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3193"
35,"nenas 1 kg",65,"PHI Mini Market - Surabaya 01","3","2008","3065"
36,"nangka 1 kg",39,"PHI Mini Market - Makassar 01","3","2008","3288"
36,"nangka 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3100"
36,"nangka 1 kg",65,"PHI Mini Market - Surabaya 01","3","2008","3523"
37,"pepaya 1 buah",39,"PHI Mini Market - Makassar 01","3","2008","3283"
37,"pepaya 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3228"
37,"pepaya 1 buah",65,"PHI Mini Market - Surabaya 01","3","2008","3227"
38,"pisang 1 sisir",39,"PHI Mini Market - Makassar 01","3","2008","3257"
38,"pisang 1 sisir",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3207"
38,"pisang 1 sisir",65,"PHI Mini Market - Surabaya 01","3","2008","3217"
39,"rambutan 1 kg",39,"PHI Mini Market - Makassar 01","3","2008","2868"
39,"rambutan 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","2854"
39,"rambutan 1 kg",65,"PHI Mini Market - Surabaya 01","3","2008","3321"
40,"salak 1 kg",39,"PHI Mini Market - Makassar 01","3","2008","3241"
40,"salak 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3146"
40,"salak 1 kg",65,"PHI Mini Market - Surabaya 01","3","2008","3021"
41,"semangka 1 buah",39,"PHI Mini Market - Makassar 01","3","2008","3400"
41,"semangka 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","3","2008","3419"
41,"semangka 1 buah",65,"PHI Mini Market - Surabaya 01","3","2008","3070"
1,"bawang merah 1kg",39,"PHI Mini Market - Makassar 01","4","2008","3359"
1,"bawang merah 1kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3011"
1,"bawang merah 1kg",65,"PHI Mini Market - Surabaya 01","4","2008","2947"
2,"bawang putih 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3042"
2,"bawang putih 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3247"
2,"bawang putih 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","2895"
3,"buncis 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3062"
3,"buncis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","2839"
3,"buncis 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","2708"
4,"kacang panjang 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","2741"
4,"kacang panjang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","2815"
4,"kacang panjang 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3053"
5,"kacang hijau 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3478"
5,"kacang hijau 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3396"
5,"kacang hijau 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3226"
6,"kentang 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3499"
6,"kentang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3559"
6,"kentang 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","2718"
7,"ketimun 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3012"
7,"ketimun 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3103"
7,"ketimun 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3417"
8,"kobis 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","2973"
8,"kobis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3156"
8,"kobis 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3352"
9,"tomat 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3147"
9,"tomat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3329"
9,"tomat 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3100"
10,"ubi kayu basah 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3324"
10,"ubi kayu basah 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3039"
10,"ubi kayu basah 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3066"
11,"ubi jalar 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","2930"
11,"ubi jalar 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","2919"
11,"ubi jalar 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","2942"
12,"wortel 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3107"
12,"wortel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","2777"
12,"wortel 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","2805"
13,"susu kotak (800 ml)",39,"PHI Mini Market - Makassar 01","4","2008","3365"
13,"susu kotak (800 ml)",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3469"
13,"susu kotak (800 ml)",65,"PHI Mini Market - Surabaya 01","4","2008","3219"
14,"telur ayam ras 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","2901"
14,"telur ayam ras 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3079"
14,"telur ayam ras 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3163"
15,"telur ayam kampung 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","2915"
15,"telur ayam kampung 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","2932"
15,"telur ayam kampung 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","2931"
16,"mie instant 1 kotak (40 bungkus)",39,"PHI Mini Market - Makassar 01","4","2008","2921"
16,"mie instant 1 kotak (40 bungkus)",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","2827"
16,"mie instant 1 kotak (40 bungkus)",65,"PHI Mini Market - Surabaya 01","4","2008","3271"
17,"air mineral 600 ml",39,"PHI Mini Market - Makassar 01","4","2008","3113"
17,"air mineral 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3062"
17,"air mineral 600 ml",65,"PHI Mini Market - Surabaya 01","4","2008","2950"
18,"jus kesehatan 600 ml",39,"PHI Mini Market - Makassar 01","4","2008","2687"
18,"jus kesehatan 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3361"
18,"jus kesehatan 600 ml",65,"PHI Mini Market - Surabaya 01","4","2008","3306"
19,"nasi goreng instant (1 ons)",39,"PHI Mini Market - Makassar 01","4","2008","2945"
19,"nasi goreng instant (1 ons)",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3078"
19,"nasi goreng instant (1 ons)",65,"PHI Mini Market - Surabaya 01","4","2008","3052"
20,"snack gurih 1 ons",39,"PHI Mini Market - Makassar 01","4","2008","2989"
20,"snack gurih 1 ons",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3010"
20,"snack gurih 1 ons",65,"PHI Mini Market - Surabaya 01","4","2008","3162"
21,"kacang goreng 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","2782"
21,"kacang goreng 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","2930"
21,"kacang goreng 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3362"
22,"kacang mete 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3369"
22,"kacang mete 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3176"
22,"kacang mete 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3087"
23,"markisa 600 ml",39,"PHI Mini Market - Makassar 01","4","2008","3155"
23,"markisa 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3081"
23,"markisa 600 ml",65,"PHI Mini Market - Surabaya 01","4","2008","3253"
24,"bumbu fried chicken",39,"PHI Mini Market - Makassar 01","4","2008","3188"
24,"bumbu fried chicken",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3428"
24,"bumbu fried chicken",65,"PHI Mini Market - Surabaya 01","4","2008","3025"
25,"susu kotak 1 l",39,"PHI Mini Market - Makassar 01","4","2008","3084"
25,"susu kotak 1 l",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3411"
25,"susu kotak 1 l",65,"PHI Mini Market - Surabaya 01","4","2008","3126"
26,"minuman probiotik",39,"PHI Mini Market - Makassar 01","4","2008","3504"
26,"minuman probiotik",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3217"
26,"minuman probiotik",65,"PHI Mini Market - Surabaya 01","4","2008","2990"
27,"jeruk 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","2984"
27,"jeruk 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3120"
27,"jeruk 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","2693"
28,"apel 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","2945"
28,"apel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","2699"
28,"apel 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","2978"
29,"alpukat 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3375"
29,"alpukat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3514"
29,"alpukat 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3404"
30,"belimbing 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3190"
30,"belimbing 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","2950"
30,"belimbing 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","2921"
31,"durian 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3038"
31,"durian 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3441"
31,"durian 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3371"
32,"kelapa muda",39,"PHI Mini Market - Makassar 01","4","2008","3006"
32,"kelapa muda",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3636"
32,"kelapa muda",65,"PHI Mini Market - Surabaya 01","4","2008","3051"
33,"mangga 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","2674"
33,"mangga 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","2944"
33,"mangga 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3103"
34,"Manggis 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3010"
34,"Manggis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3030"
34,"Manggis 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3054"
35,"nenas 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3042"
35,"nenas 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3047"
35,"nenas 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","2818"
36,"nangka 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","2849"
36,"nangka 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3041"
36,"nangka 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3368"
37,"pepaya 1 buah",39,"PHI Mini Market - Makassar 01","4","2008","2880"
37,"pepaya 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3013"
37,"pepaya 1 buah",65,"PHI Mini Market - Surabaya 01","4","2008","3017"
38,"pisang 1 sisir",39,"PHI Mini Market - Makassar 01","4","2008","2918"
38,"pisang 1 sisir",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3223"
38,"pisang 1 sisir",65,"PHI Mini Market - Surabaya 01","4","2008","2961"
39,"rambutan 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","2703"
39,"rambutan 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3112"
39,"rambutan 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3184"
40,"salak 1 kg",39,"PHI Mini Market - Makassar 01","4","2008","3054"
40,"salak 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","3395"
40,"salak 1 kg",65,"PHI Mini Market - Surabaya 01","4","2008","3098"
41,"semangka 1 buah",39,"PHI Mini Market - Makassar 01","4","2008","3136"
41,"semangka 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","4","2008","2930"
41,"semangka 1 buah",65,"PHI Mini Market - Surabaya 01","4","2008","3314"
1,"bawang merah 1kg",39,"PHI Mini Market - Makassar 01","5","2008","3220"
1,"bawang merah 1kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3184"
1,"bawang merah 1kg",65,"PHI Mini Market - Surabaya 01","5","2008","3138"
2,"bawang putih 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3014"
2,"bawang putih 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3300"
2,"bawang putih 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3117"
3,"buncis 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","2983"
3,"buncis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3271"
3,"buncis 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","2872"
4,"kacang panjang 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3343"
4,"kacang panjang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","2682"
4,"kacang panjang 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","2955"
5,"kacang hijau 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3083"
5,"kacang hijau 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3022"
5,"kacang hijau 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3133"
6,"kentang 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3152"
6,"kentang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3144"
6,"kentang 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3410"
7,"ketimun 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3262"
7,"ketimun 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3220"
7,"ketimun 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3147"
8,"kobis 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3246"
8,"kobis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3041"
8,"kobis 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3378"
9,"tomat 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3125"
9,"tomat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3122"
9,"tomat 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3003"
10,"ubi kayu basah 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3549"
10,"ubi kayu basah 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3087"
10,"ubi kayu basah 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3301"
11,"ubi jalar 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","2892"
11,"ubi jalar 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3264"
11,"ubi jalar 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3291"
12,"wortel 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3231"
12,"wortel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","2938"
12,"wortel 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3003"
13,"susu kotak (800 ml)",39,"PHI Mini Market - Makassar 01","5","2008","3203"
13,"susu kotak (800 ml)",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3167"
13,"susu kotak (800 ml)",65,"PHI Mini Market - Surabaya 01","5","2008","3354"
14,"telur ayam ras 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3473"
14,"telur ayam ras 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3353"
14,"telur ayam ras 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3322"
15,"telur ayam kampung 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3493"
15,"telur ayam kampung 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3162"
15,"telur ayam kampung 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3188"
16,"mie instant 1 kotak (40 bungkus)",39,"PHI Mini Market - Makassar 01","5","2008","2935"
16,"mie instant 1 kotak (40 bungkus)",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3330"
16,"mie instant 1 kotak (40 bungkus)",65,"PHI Mini Market - Surabaya 01","5","2008","2979"
17,"air mineral 600 ml",39,"PHI Mini Market - Makassar 01","5","2008","2941"
17,"air mineral 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","2836"
17,"air mineral 600 ml",65,"PHI Mini Market - Surabaya 01","5","2008","3277"
18,"jus kesehatan 600 ml",39,"PHI Mini Market - Makassar 01","5","2008","3081"
18,"jus kesehatan 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","2987"
18,"jus kesehatan 600 ml",65,"PHI Mini Market - Surabaya 01","5","2008","3027"
19,"nasi goreng instant (1 ons)",39,"PHI Mini Market - Makassar 01","5","2008","3120"
19,"nasi goreng instant (1 ons)",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3416"
19,"nasi goreng instant (1 ons)",65,"PHI Mini Market - Surabaya 01","5","2008","3356"
20,"snack gurih 1 ons",39,"PHI Mini Market - Makassar 01","5","2008","3179"
20,"snack gurih 1 ons",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","2842"
20,"snack gurih 1 ons",65,"PHI Mini Market - Surabaya 01","5","2008","3015"
21,"kacang goreng 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3366"
21,"kacang goreng 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3600"
21,"kacang goreng 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3283"
22,"kacang mete 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3226"
22,"kacang mete 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3204"
22,"kacang mete 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3282"
23,"markisa 600 ml",39,"PHI Mini Market - Makassar 01","5","2008","3366"
23,"markisa 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3251"
23,"markisa 600 ml",65,"PHI Mini Market - Surabaya 01","5","2008","3243"
24,"bumbu fried chicken",39,"PHI Mini Market - Makassar 01","5","2008","3310"
24,"bumbu fried chicken",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3139"
24,"bumbu fried chicken",65,"PHI Mini Market - Surabaya 01","5","2008","2995"
25,"susu kotak 1 l",39,"PHI Mini Market - Makassar 01","5","2008","2790"
25,"susu kotak 1 l",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","2837"
25,"susu kotak 1 l",65,"PHI Mini Market - Surabaya 01","5","2008","2956"
26,"minuman probiotik",39,"PHI Mini Market - Makassar 01","5","2008","3257"
26,"minuman probiotik",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3581"
26,"minuman probiotik",65,"PHI Mini Market - Surabaya 01","5","2008","3023"
27,"jeruk 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3040"
27,"jeruk 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3200"
27,"jeruk 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3294"
28,"apel 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","2841"
28,"apel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3028"
28,"apel 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3383"
29,"alpukat 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3577"
29,"alpukat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3502"
29,"alpukat 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3122"
30,"belimbing 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3192"
30,"belimbing 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","2862"
30,"belimbing 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","2908"
31,"durian 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3345"
31,"durian 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3045"
31,"durian 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3582"
32,"kelapa muda",39,"PHI Mini Market - Makassar 01","5","2008","3486"
32,"kelapa muda",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3157"
32,"kelapa muda",65,"PHI Mini Market - Surabaya 01","5","2008","3067"
33,"mangga 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3128"
33,"mangga 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","2878"
33,"mangga 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3217"
34,"Manggis 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3318"
34,"Manggis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3290"
34,"Manggis 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3115"
35,"nenas 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3014"
35,"nenas 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3171"
35,"nenas 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3376"
36,"nangka 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3096"
36,"nangka 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3003"
36,"nangka 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3479"
37,"pepaya 1 buah",39,"PHI Mini Market - Makassar 01","5","2008","3228"
37,"pepaya 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3511"
37,"pepaya 1 buah",65,"PHI Mini Market - Surabaya 01","5","2008","3032"
38,"pisang 1 sisir",39,"PHI Mini Market - Makassar 01","5","2008","3014"
38,"pisang 1 sisir",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3151"
38,"pisang 1 sisir",65,"PHI Mini Market - Surabaya 01","5","2008","3420"
39,"rambutan 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3096"
39,"rambutan 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3044"
39,"rambutan 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3305"
40,"salak 1 kg",39,"PHI Mini Market - Makassar 01","5","2008","3015"
40,"salak 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3441"
40,"salak 1 kg",65,"PHI Mini Market - Surabaya 01","5","2008","3043"
41,"semangka 1 buah",39,"PHI Mini Market - Makassar 01","5","2008","3404"
41,"semangka 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","5","2008","3539"
41,"semangka 1 buah",65,"PHI Mini Market - Surabaya 01","5","2008","3194"
1,"bawang merah 1kg",39,"PHI Mini Market - Makassar 01","6","2008","3379"
1,"bawang merah 1kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2735"
1,"bawang merah 1kg",65,"PHI Mini Market - Surabaya 01","6","2008","2974"
2,"bawang putih 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3315"
2,"bawang putih 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3109"
2,"bawang putih 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3188"
3,"buncis 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3021"
3,"buncis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3302"
3,"buncis 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3255"
4,"kacang panjang 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3028"
4,"kacang panjang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","2869"
4,"kacang panjang 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3139"
5,"kacang hijau 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3073"
5,"kacang hijau 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3060"
5,"kacang hijau 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","2977"
6,"kentang 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","3101"
6,"kentang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3117"
6,"kentang 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3013"
7,"ketimun 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","2886"
7,"ketimun 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3200"
7,"ketimun 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","3172"
8,"kobis 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","2838"
8,"kobis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","6","2008","3251"
8,"kobis 1 kg",65,"PHI Mini Market - Surabaya 01","6","2008","2890"
9,"tomat 1 kg",39,"PHI Mini Market - Makassar 01","6","2008","2941"
